ID_RECIPE|ID_USER|URL|ROLE|RECIPE_COUNT
223562|20505368|http://allrecipes.com/cook/20505368/|author|4
256684|16627542|http://allrecipes.com/cook/16627542/|author|4
239972|20505346|http://allrecipes.com/cook/20505346/|author|4
73748|32|http://allrecipes.com/cook/32/|author|4
115548|11234298|http://allrecipes.com/cook/11234298/|author|4
219617|2386717|http://allrecipes.com/cook/2386717/|author|4
238474|3696356|http://allrecipes.com/cook/3696356/|author|4
246368|3031597|http://allrecipes.com/cook/3031597/|author|4
7141|46978|http://allrecipes.com/cook/46978/|author|4
235006|20505307|http://allrecipes.com/cook/20505307/|author|4
256702|16176845|http://allrecipes.com/cook/16176845/|author|4
244987|3509222|http://allrecipes.com/cook/3509222/|author|3
228910|20505369|http://allrecipes.com/cook/20505369/|author|3
24364|195519|http://allrecipes.com/cook/195519/|author|3
218796|1204942|http://allrecipes.com/cook/1204942/|author|3
246988|20505278|http://allrecipes.com/cook/20505278/|author|3
245862|10114575|http://allrecipes.com/cook/10114575/|author|3
245564|3240596|http://allrecipes.com/cook/3240596/|author|3
245877|17095853|http://allrecipes.com/cook/17095853/|author|3
17490|739799|http://allrecipes.com/cook/739799/|author|3
231473|10452152|http://allrecipes.com/cook/10452152/|author|3
143047|1958749|http://allrecipes.com/cook/1958749/|author|3
217985|1522305|http://allrecipes.com/cook/1522305/|author|3
233749|541834|http://allrecipes.com/cook/541834/|author|3
216628|20505360|http://allrecipes.com/cook/20505360/|author|3
220134|1159896|http://allrecipes.com/cook/1159896/|author|3
216189|1573900|http://allrecipes.com/cook/1573900/|author|3
73312|914715|http://allrecipes.com/cook/914715/|author|3
9367|23429|http://allrecipes.com/cook/23429/|author|3
237401|9323058|http://allrecipes.com/cook/9323058/|author|3
7358|13073|http://allrecipes.com/cook/13073/|author|3
247239|11418461|http://allrecipes.com/cook/11418461/|author|3
246999|20505348|http://allrecipes.com/cook/20505348/|author|3
215734|20505301|http://allrecipes.com/cook/20505301/|author|3
20257|256|http://allrecipes.com/cook/256/|author|3
240247|562625|http://allrecipes.com/cook/562625/|author|3
139952|604|http://allrecipes.com/cook/604/|author|3
257295|1027007|http://allrecipes.com/cook/1027007/|author|3
247301|20505280|http://allrecipes.com/cook/20505280/|author|3
147255|2161920|http://allrecipes.com/cook/2161920/|author|3
232005|252203|http://allrecipes.com/cook/252203/|author|3
236349|20307779|http://allrecipes.com/cook/20307779/|author|3
255429|1651224|http://allrecipes.com/cook/1651224/|author|3
246031|4462283|http://allrecipes.com/cook/4462283/|author|3
236389|5025217|http://allrecipes.com/cook/5025217/|author|3
242296|20505291|http://allrecipes.com/cook/20505291/|author|3
246565|1147886|http://allrecipes.com/cook/1147886/|author|3
232043|20505299|http://allrecipes.com/cook/20505299/|author|3
245453|20505401|http://allrecipes.com/cook/20505401/|author|3
234854|7938254|http://allrecipes.com/cook/7938254/|author|3
237582|20505386|http://allrecipes.com/cook/20505386/|author|3
218520|20505408|http://allrecipes.com/cook/20505408/|author|3
233440|1995103|http://allrecipes.com/cook/1995103/|author|3
18062|35632|http://allrecipes.com/cook/35632/|author|3
204431|838929|http://allrecipes.com/cook/838929/|author|3
239350|20505310|http://allrecipes.com/cook/20505310/|author|3
229922|2964861|http://allrecipes.com/cook/2964861/|author|3
213708|4455834|http://allrecipes.com/cook/4455834/|author|3
245662|12041828|http://allrecipes.com/cook/12041828/|author|3
241899|15553242|http://allrecipes.com/cook/15553242/|author|3
245358|4623651|http://allrecipes.com/cook/4623651/|author|3
216990|1364095|http://allrecipes.com/cook/1364095/|author|3
228807|2908393|http://allrecipes.com/cook/2908393/|author|3
238358|6972738|http://allrecipes.com/cook/6972738/|author|3
223572|5693940|http://allrecipes.com/cook/5693940/|author|3
247398|1057997|http://allrecipes.com/cook/1057997/|author|3
234055|9832359|http://allrecipes.com/cook/9832359/|author|3
246278|17425988|http://allrecipes.com/cook/17425988/|author|3
239887|14169531|http://allrecipes.com/cook/14169531/|author|3
244832|20505334|http://allrecipes.com/cook/20505334/|author|3
245798|1544858|http://allrecipes.com/cook/1544858/|author|3
18347|3434|http://allrecipes.com/cook/3434/|author|3
244846|3223316|http://allrecipes.com/cook/3223316/|author|3
221848|1553991|http://allrecipes.com/cook/1553991/|author|3
218632|2360345|http://allrecipes.com/cook/2360345/|author|3
240399|3632174|http://allrecipes.com/cook/3632174/|author|3
246448|16249789|http://allrecipes.com/cook/16249789/|author|3
245153|1772367|http://allrecipes.com/cook/1772367/|author|3
246961|17704859|http://allrecipes.com/cook/17704859/|author|3
93037|917497|http://allrecipes.com/cook/917497/|author|3
242491|51226|http://allrecipes.com/cook/51226/|author|3
247008|20505382|http://allrecipes.com/cook/20505382/|author|3
89742|879679|http://allrecipes.com/cook/879679/|author|3
23539|150704|http://allrecipes.com/cook/150704/|author|3
256312|3084624|http://allrecipes.com/cook/3084624/|author|3
239408|328951|http://allrecipes.com/cook/328951/|author|3
218541|1007678|http://allrecipes.com/cook/1007678/|author|2
246485|10960545|http://allrecipes.com/cook/10960545/|author|2
171998|20505304|http://allrecipes.com/cook/20505304/|author|2
235547|4106251|http://allrecipes.com/cook/4106251/|author|2
241424|11864282|http://allrecipes.com/cook/11864282/|author|2
246342|17185052|http://allrecipes.com/cook/17185052/|author|2
246123|2184558|http://allrecipes.com/cook/2184558/|author|2
215907|5343646|http://allrecipes.com/cook/5343646/|author|2
143205|2396357|http://allrecipes.com/cook/2396357/|author|2
203400|3080394|http://allrecipes.com/cook/3080394/|author|2
62475|853482|http://allrecipes.com/cook/853482/|author|2
228231|2960147|http://allrecipes.com/cook/2960147/|author|2
16874|1104|http://allrecipes.com/cook/1104/|author|2
146032|1352705|http://allrecipes.com/cook/1352705/|author|2
236033|3169042|http://allrecipes.com/cook/3169042/|author|2
244278|12591447|http://allrecipes.com/cook/12591447/|author|2
215208|215646|http://allrecipes.com/cook/215646/|author|2
22919|7791|http://allrecipes.com/cook/7791/|author|2
21506|6991|http://allrecipes.com/cook/6991/|author|2
23995|212822|http://allrecipes.com/cook/212822/|author|2
51519|571935|http://allrecipes.com/cook/571935/|author|2
48968|621543|http://allrecipes.com/cook/621543/|author|2
13522|685|http://allrecipes.com/cook/685/|author|2
215010|971546|http://allrecipes.com/cook/971546/|author|2
218559|2814694|http://allrecipes.com/cook/2814694/|author|2
223559|562196|http://allrecipes.com/cook/562196/|author|2
130725|1040964|http://allrecipes.com/cook/1040964/|author|2
246108|20405685|http://allrecipes.com/cook/20405685/|author|2
159230|2171340|http://allrecipes.com/cook/2171340/|author|2
187418|3194206|http://allrecipes.com/cook/3194206/|author|2
228480|3850440|http://allrecipes.com/cook/3850440/|author|2
215586|2758987|http://allrecipes.com/cook/2758987/|author|2
32373|61561|http://allrecipes.com/cook/61561/|author|2
254926|13195816|http://allrecipes.com/cook/13195816/|author|2
238414|20505372|http://allrecipes.com/cook/20505372/|author|2
256731|5769473|http://allrecipes.com/cook/5769473/|author|2
152210|2218419|http://allrecipes.com/cook/2218419/|author|2
19256|652|http://allrecipes.com/cook/652/|author|2
18421|63275|http://allrecipes.com/cook/63275/|author|2
13317|57676|http://allrecipes.com/cook/57676/|author|2
173556|3058740|http://allrecipes.com/cook/3058740/|author|2
236228|4375006|http://allrecipes.com/cook/4375006/|author|2
75177|1099951|http://allrecipes.com/cook/1099951/|author|2
88094|1103444|http://allrecipes.com/cook/1103444/|author|2
254719|16659563|http://allrecipes.com/cook/16659563/|author|2
237431|168192|http://allrecipes.com/cook/168192/|author|2
215382|20505285|http://allrecipes.com/cook/20505285/|author|2
26130|215890|http://allrecipes.com/cook/215890/|author|2
241919|2321436|http://allrecipes.com/cook/2321436/|author|2
86894|1041660|http://allrecipes.com/cook/1041660/|author|2
26132|341367|http://allrecipes.com/cook/341367/|author|2
44822|184913|http://allrecipes.com/cook/184913/|author|2
238162|12653472|http://allrecipes.com/cook/12653472/|author|2
256449|2334094|http://allrecipes.com/cook/2334094/|author|2
182784|2378064|http://allrecipes.com/cook/2378064/|author|2
233939|4312856|http://allrecipes.com/cook/4312856/|author|2
216465|4057463|http://allrecipes.com/cook/4057463/|author|2
228026|4089376|http://allrecipes.com/cook/4089376/|author|2
228928|6300007|http://allrecipes.com/cook/6300007/|author|2
219006|2702962|http://allrecipes.com/cook/2702962/|author|2
15836|43253|http://allrecipes.com/cook/43253/|author|2
20640|66472|http://allrecipes.com/cook/66472/|author|2
236929|5018921|http://allrecipes.com/cook/5018921/|author|2
241411|7542544|http://allrecipes.com/cook/7542544/|author|2
237820|795534|http://allrecipes.com/cook/795534/|author|2
8303|576679|http://allrecipes.com/cook/576679/|author|2
223286|2162694|http://allrecipes.com/cook/2162694/|author|2
188560|897131|http://allrecipes.com/cook/897131/|author|2
240903|8674509|http://allrecipes.com/cook/8674509/|author|2
143764|2181101|http://allrecipes.com/cook/2181101/|author|2
75818|30754|http://allrecipes.com/cook/30754/|author|2
20463|31169|http://allrecipes.com/cook/31169/|author|2
233069|473745|http://allrecipes.com/cook/473745/|author|2
214970|1504219|http://allrecipes.com/cook/1504219/|author|2
212990|4064906|http://allrecipes.com/cook/4064906/|author|2
23373|226527|http://allrecipes.com/cook/226527/|author|2
214817|3565511|http://allrecipes.com/cook/3565511/|author|2
255892|7414989|http://allrecipes.com/cook/7414989/|author|2
232855|8951516|http://allrecipes.com/cook/8951516/|author|2
73113|1114384|http://allrecipes.com/cook/1114384/|author|2
156875|1698791|http://allrecipes.com/cook/1698791/|author|2
12699|197365|http://allrecipes.com/cook/197365/|author|2
162901|2518031|http://allrecipes.com/cook/2518031/|author|2
247345|11184156|http://allrecipes.com/cook/11184156/|author|2
255837|1946141|http://allrecipes.com/cook/1946141/|author|2
201151|3767024|http://allrecipes.com/cook/3767024/|author|2
234526|5107356|http://allrecipes.com/cook/5107356/|author|2
141970|807899|http://allrecipes.com/cook/807899/|author|2
86916|1172278|http://allrecipes.com/cook/1172278/|author|2
245692|2702418|http://allrecipes.com/cook/2702418/|author|2
254320|1717606|http://allrecipes.com/cook/1717606/|author|2
172716|3035409|http://allrecipes.com/cook/3035409/|author|2
239688|20505302|http://allrecipes.com/cook/20505302/|author|2
36786|233370|http://allrecipes.com/cook/233370/|author|2
223279|570400|http://allrecipes.com/cook/570400/|author|2
55104|702647|http://allrecipes.com/cook/702647/|author|2
220921|1390120|http://allrecipes.com/cook/1390120/|author|2
228795|5205674|http://allrecipes.com/cook/5205674/|author|2
152952|1385329|http://allrecipes.com/cook/1385329/|author|2
41893|445575|http://allrecipes.com/cook/445575/|author|2
75085|774984|http://allrecipes.com/cook/774984/|author|2
244174|153615|http://allrecipes.com/cook/153615/|author|2
127325|20505288|http://allrecipes.com/cook/20505288/|author|2
239005|13319037|http://allrecipes.com/cook/13319037/|author|2
147503|2321732|http://allrecipes.com/cook/2321732/|author|2
20976|61211|http://allrecipes.com/cook/61211/|author|2
238486|9246227|http://allrecipes.com/cook/9246227/|author|2
246505|16428561|http://allrecipes.com/cook/16428561/|author|2
79566|1247536|http://allrecipes.com/cook/1247536/|author|2
244673|12782679|http://allrecipes.com/cook/12782679/|author|2
86605|1357297|http://allrecipes.com/cook/1357297/|author|2
237144|13379716|http://allrecipes.com/cook/13379716/|author|2
20125|144762|http://allrecipes.com/cook/144762/|author|2
53760|542893|http://allrecipes.com/cook/542893/|author|2
20878|62112|http://allrecipes.com/cook/62112/|author|2
231065|1518353|http://allrecipes.com/cook/1518353/|author|2
190226|2289323|http://allrecipes.com/cook/2289323/|author|2
241807|836245|http://allrecipes.com/cook/836245/|author|2
244625|10867978|http://allrecipes.com/cook/10867978/|author|2
9105|257536|http://allrecipes.com/cook/257536/|author|2
50932|579747|http://allrecipes.com/cook/579747/|author|2
236379|6191647|http://allrecipes.com/cook/6191647/|author|2
149027|2075564|http://allrecipes.com/cook/2075564/|author|2
238345|13310810|http://allrecipes.com/cook/13310810/|author|2
215196|840340|http://allrecipes.com/cook/840340/|author|2
72371|1080996|http://allrecipes.com/cook/1080996/|author|2
257542|15810348|http://allrecipes.com/cook/15810348/|author|2
229183|20505281|http://allrecipes.com/cook/20505281/|author|2
20396|216714|http://allrecipes.com/cook/216714/|author|2
232380|3897778|http://allrecipes.com/cook/3897778/|author|2
222252|545602|http://allrecipes.com/cook/545602/|author|2
168959|2916340|http://allrecipes.com/cook/2916340/|author|2
20924|120946|http://allrecipes.com/cook/120946/|author|2
99919|1486335|http://allrecipes.com/cook/1486335/|author|2
216866|2130199|http://allrecipes.com/cook/2130199/|author|2
17484|610181|http://allrecipes.com/cook/610181/|author|2
221290|2308445|http://allrecipes.com/cook/2308445/|author|2
20906|4126|http://allrecipes.com/cook/4126/|author|2
241369|15231700|http://allrecipes.com/cook/15231700/|author|2
242138|14086142|http://allrecipes.com/cook/14086142/|author|2
74911|500195|http://allrecipes.com/cook/500195/|author|2
18952|122213|http://allrecipes.com/cook/122213/|author|2
147388|2451469|http://allrecipes.com/cook/2451469/|author|2
244825|5342734|http://allrecipes.com/cook/5342734/|author|2
161082|2152437|http://allrecipes.com/cook/2152437/|author|2
257738|6767044|http://allrecipes.com/cook/6767044/|author|2
256539|1722818|http://allrecipes.com/cook/1722818/|author|2
214116|2352337|http://allrecipes.com/cook/2352337/|author|2
87424|1314895|http://allrecipes.com/cook/1314895/|author|2
246734|20505277|http://allrecipes.com/cook/20505277/|author|2
23529|57265|http://allrecipes.com/cook/57265/|author|2
82184|1287679|http://allrecipes.com/cook/1287679/|author|2
173447|919121|http://allrecipes.com/cook/919121/|author|2
236683|13082168|http://allrecipes.com/cook/13082168/|author|2
143720|2070195|http://allrecipes.com/cook/2070195/|author|2
50417|676043|http://allrecipes.com/cook/676043/|author|2
140545|467578|http://allrecipes.com/cook/467578/|author|2
221993|9043263|http://allrecipes.com/cook/9043263/|author|2
21676|78559|http://allrecipes.com/cook/78559/|author|2
23371|217095|http://allrecipes.com/cook/217095/|author|2
231357|2702889|http://allrecipes.com/cook/2702889/|author|2
223600|1483244|http://allrecipes.com/cook/1483244/|author|2
257605|21307901|http://allrecipes.com/cook/21307901/|author|2
108660|1248529|http://allrecipes.com/cook/1248529/|author|2
257232|14105758|http://allrecipes.com/cook/14105758/|author|2
231864|1541289|http://allrecipes.com/cook/1541289/|author|2
256958|21695984|http://allrecipes.com/cook/21695984/|author|2
214380|2701003|http://allrecipes.com/cook/2701003/|author|2
257026|5516307|http://allrecipes.com/cook/5516307/|author|2
49552|630793|http://allrecipes.com/cook/630793/|author|2
247473|18118348|http://allrecipes.com/cook/18118348/|author|2
231514|4406295|http://allrecipes.com/cook/4406295/|author|2
256686|2917058|http://allrecipes.com/cook/2917058/|author|2
233538|3481644|http://allrecipes.com/cook/3481644/|author|2
231393|760129|http://allrecipes.com/cook/760129/|author|2
240513|2142259|http://allrecipes.com/cook/2142259/|author|2
25754|242861|http://allrecipes.com/cook/242861/|author|2
256023|3368022|http://allrecipes.com/cook/3368022/|author|2
237171|666358|http://allrecipes.com/cook/666358/|author|2
233429|926057|http://allrecipes.com/cook/926057/|author|2
256542|16589076|http://allrecipes.com/cook/16589076/|author|2
139733|2017844|http://allrecipes.com/cook/2017844/|author|2
24863|215708|http://allrecipes.com/cook/215708/|author|2
162135|1173304|http://allrecipes.com/cook/1173304/|author|2
245152|5279513|http://allrecipes.com/cook/5279513/|author|2
242049|5363251|http://allrecipes.com/cook/5363251/|author|2
244477|13083235|http://allrecipes.com/cook/13083235/|author|2
241364|5975001|http://allrecipes.com/cook/5975001/|author|2
246602|17720702|http://allrecipes.com/cook/17720702/|author|2
32293|271357|http://allrecipes.com/cook/271357/|author|2
256691|16686862|http://allrecipes.com/cook/16686862/|author|2
93779|1105754|http://allrecipes.com/cook/1105754/|author|2
216021|2175240|http://allrecipes.com/cook/2175240/|author|2
106426|20505390|http://allrecipes.com/cook/20505390/|author|2
216712|1631011|http://allrecipes.com/cook/1631011/|author|2
245114|5405421|http://allrecipes.com/cook/5405421/|author|2
50527|638185|http://allrecipes.com/cook/638185/|author|2
239514|2702518|http://allrecipes.com/cook/2702518/|author|2
217946|3546881|http://allrecipes.com/cook/3546881/|author|2
38324|395128|http://allrecipes.com/cook/395128/|author|2
20252|123713|http://allrecipes.com/cook/123713/|author|2
159345|2761772|http://allrecipes.com/cook/2761772/|author|2
73952|1132964|http://allrecipes.com/cook/1132964/|author|2
239694|20505363|http://allrecipes.com/cook/20505363/|author|2
184262|3071155|http://allrecipes.com/cook/3071155/|author|2
41581|459256|http://allrecipes.com/cook/459256/|author|2
246252|17260381|http://allrecipes.com/cook/17260381/|author|2
247086|2304631|http://allrecipes.com/cook/2304631/|author|2
245225|20505275|http://allrecipes.com/cook/20505275/|author|2
237917|2091786|http://allrecipes.com/cook/2091786/|author|2
245661|769313|http://allrecipes.com/cook/769313/|author|2
109109|1267201|http://allrecipes.com/cook/1267201/|author|2
19586|81020|http://allrecipes.com/cook/81020/|author|2
230313|7258413|http://allrecipes.com/cook/7258413/|author|2
24711|40858|http://allrecipes.com/cook/40858/|author|2
241927|3246981|http://allrecipes.com/cook/3246981/|author|2
83307|1348895|http://allrecipes.com/cook/1348895/|author|2
216680|20505324|http://allrecipes.com/cook/20505324/|author|2
232168|1110187|http://allrecipes.com/cook/1110187/|author|2
244211|15179829|http://allrecipes.com/cook/15179829/|author|2
157854|752310|http://allrecipes.com/cook/752310/|author|2
219715|3979559|http://allrecipes.com/cook/3979559/|author|2
12682|27143|http://allrecipes.com/cook/27143/|author|2
236270|2205934|http://allrecipes.com/cook/2205934/|author|2
12616|24859|http://allrecipes.com/cook/24859/|author|2
212818|3133226|http://allrecipes.com/cook/3133226/|author|2
49617|664641|http://allrecipes.com/cook/664641/|author|2
18285|80662|http://allrecipes.com/cook/80662/|author|2
74575|1110549|http://allrecipes.com/cook/1110549/|author|2
218361|2902521|http://allrecipes.com/cook/2902521/|author|2
85752|1411993|http://allrecipes.com/cook/1411993/|author|2
218916|20505284|http://allrecipes.com/cook/20505284/|author|2
188282|2184600|http://allrecipes.com/cook/2184600/|author|2
246253|1277981|http://allrecipes.com/cook/1277981/|author|2
24055|212340|http://allrecipes.com/cook/212340/|author|2
235195|4148134|http://allrecipes.com/cook/4148134/|author|2
232485|9678008|http://allrecipes.com/cook/9678008/|author|2
229700|20505350|http://allrecipes.com/cook/20505350/|author|2
237246|4207128|http://allrecipes.com/cook/4207128/|author|2
242470|20505344|http://allrecipes.com/cook/20505344/|author|2
71809|460513|http://allrecipes.com/cook/460513/|author|2
236007|4926266|http://allrecipes.com/cook/4926266/|author|2
23585|59635|http://allrecipes.com/cook/59635/|author|2
234960|11941307|http://allrecipes.com/cook/11941307/|author|2
142698|1594192|http://allrecipes.com/cook/1594192/|author|2
220137|3723866|http://allrecipes.com/cook/3723866/|author|2
73604|1061593|http://allrecipes.com/cook/1061593/|author|2
216783|2322524|http://allrecipes.com/cook/2322524/|author|2
24210|84907|http://allrecipes.com/cook/84907/|author|2
229979|262708|http://allrecipes.com/cook/262708/|author|2
246753|3821811|http://allrecipes.com/cook/3821811/|author|2
256022|3021147|http://allrecipes.com/cook/3021147/|author|2
245806|8248595|http://allrecipes.com/cook/8248595/|author|2
220192|2231878|http://allrecipes.com/cook/2231878/|author|2
232565|2733057|http://allrecipes.com/cook/2733057/|author|2
236459|1542180|http://allrecipes.com/cook/1542180/|author|2
256448|16571860|http://allrecipes.com/cook/16571860/|author|2
59124|680145|http://allrecipes.com/cook/680145/|author|2
216904|3313416|http://allrecipes.com/cook/3313416/|author|2
233981|9266708|http://allrecipes.com/cook/9266708/|author|2
245154|166708|http://allrecipes.com/cook/166708/|author|2
212360|2976465|http://allrecipes.com/cook/2976465/|author|2
235575|4526033|http://allrecipes.com/cook/4526033/|author|2
255289|5595545|http://allrecipes.com/cook/5595545/|author|2
26499|64373|http://allrecipes.com/cook/64373/|author|2
143338|1828068|http://allrecipes.com/cook/1828068/|author|2
254432|4345897|http://allrecipes.com/cook/4345897/|author|2
222673|2634691|http://allrecipes.com/cook/2634691/|author|2
21720|34677|http://allrecipes.com/cook/34677/|author|2
7306|127|http://allrecipes.com/cook/127/|author|2
222843|3629037|http://allrecipes.com/cook/3629037/|author|2
220661|8298645|http://allrecipes.com/cook/8298645/|author|2
254269|20505395|http://allrecipes.com/cook/20505395/|author|2
237853|2493475|http://allrecipes.com/cook/2493475/|author|2
7985|46167|http://allrecipes.com/cook/46167/|author|2
254699|17227748|http://allrecipes.com/cook/17227748/|author|2
245622|1275413|http://allrecipes.com/cook/1275413/|author|2
240262|1711742|http://allrecipes.com/cook/1711742/|author|2
255476|20556072|http://allrecipes.com/cook/20556072/|author|2
24221|214370|http://allrecipes.com/cook/214370/|author|2
247396|933856|http://allrecipes.com/cook/933856/|author|2
19605|314009|http://allrecipes.com/cook/314009/|author|2
238832|5375845|http://allrecipes.com/cook/5375845/|author|2
215327|1437879|http://allrecipes.com/cook/1437879/|author|2
214749|1963393|http://allrecipes.com/cook/1963393/|author|2
18407|29780|http://allrecipes.com/cook/29780/|author|2
236858|3115249|http://allrecipes.com/cook/3115249/|author|2
18026|63|http://allrecipes.com/cook/63/|author|2
245304|15964590|http://allrecipes.com/cook/15964590/|author|2
255627|2192350|http://allrecipes.com/cook/2192350/|author|2
139720|2150554|http://allrecipes.com/cook/2150554/|author|2
172778|2277869|http://allrecipes.com/cook/2277869/|author|2
170024|2819606|http://allrecipes.com/cook/2819606/|author|2
76054|813915|http://allrecipes.com/cook/813915/|author|2
149311|1983663|http://allrecipes.com/cook/1983663/|author|2
244960|1113827|http://allrecipes.com/cook/1113827/|author|2
254652|277659|http://allrecipes.com/cook/277659/|author|2
233072|7075683|http://allrecipes.com/cook/7075683/|author|2
16222|3284|http://allrecipes.com/cook/3284/|author|2
